,repo,last_commit_date,added_database_date,added_zenodo_date,published_date,doi,added_database_week
28,https://gitlab.com/petsc/petsc,2023-10-20,2022-11-19,2022-11-12,2022-11-12,https://doi.org/10.5281/zenodo.7315282,2022-11-14
29,https://gitlab.com/gpagano/lensinggw,2021-05-19,2022-07-17,,2022-07-17,https://ui.adsabs.harvard.edu/abs/2020A%26A...643A.167P,2022-07-11
30,https://gitlab.com/ezlab/busco,2023-08-10,2022-07-20,,2022-07-20,https://link.springer.com/protocol/10.1007%2F978-1-4939-9173-0_14,2022-07-18
31,https://gitlab.com/cirad-apps/phylostems,2020-08-25,2023-08-12,,2023-08-12,10.1093/BIOADV/VBAD026,2023-08-07
32,https://gitlab.com/jerrytheo16/exoplanet,2016-11-29,2022-07-17,,2022-07-17,[],2022-07-11
33,https://gitlab.com/pipe3d/pyPipe3D,2022-01-17,2022-07-17,,2022-07-17,https://ui.adsabs.harvard.edu/abs/2022arXiv220607062S,2022-07-11
34,https://gitlab.com/fibreglass/pivc,2023-01-20,2023-01-21,2023-01-20,2023-01-20,https://doi.org/10.5281/zenodo.7556040,2023-01-16
35,https://gitlab.com/chrjan/seq-seq-pan,2021-01-31,2022-07-20,,2022-07-20,https://bmcgenomics.biomedcentral.com/articles/10.1186/s12864-017-4401-3,2022-07-18
36,https://gitlab.com/project-dare/dare-platform,2021-01-04,2020-10-17,2020-10-16,2020-10-16,https://doi.org/10.5281/zenodo.4095463,2020-10-12
37,https://gitlab.com/clairedavies/sedbys,2021-10-04,2022-07-17,,2022-07-17,https://ui.adsabs.harvard.edu/abs/2020arXiv200807800D,2022-07-11
38,https://gitlab.com/rki_bioinformatics/IDeFIX,2023-09-29,2022-07-20,,2022-07-20,,2022-07-18
39,https://gitlab.com/rki_bioinformatics/HiLive2,2019-09-13,2022-07-20,,2022-07-20,https://dx.doi.org/10.1093/bioinformatics/btw659,2022-07-18
40,https://gitlab.com/rki_bioinformatics/purple,2020-03-18,2022-07-20,,2022-07-20,https://www.mdpi.com/1999-4915/11/6/536,2022-07-18
41,https://gitlab.com/JuditGG/trumpetplots,2023-06-13,2023-07-02,,2023-07-02,10.1101/2023.04.21.23288923,2023-06-26
42,https://gitlab.com/aceteam.kaist/ACE-Molecule,2020-07-31,2022-03-10,,2022-03-10,,2022-03-07
43,https://gitlab.com/pvst/asi,2023-10-19,2023-05-20,2023-05-12,2023-05-12,https://doi.org/10.5281/zenodo.7931108,2023-05-15
44,https://gitlab.com/metafundev/metafun,2019-10-18,2021-12-04,,2021-12-04,10.1101/2021.07.13.451905,2021-11-29
45,https://gitlab.com/ffaucher/hawen,2023-01-12,2021-01-31,,2021-01-31,https://doi.org/11353/10.1144094,2021-01-25
46,https://gitlab.com/gmamon/MAMPOSSt,2021-05-13,2022-07-17,,2022-07-17,https://ui.adsabs.harvard.edu/abs/2017ApJ...844...48P,2022-07-11
47,https://gitlab.com/polmag/PORTA,2023-06-21,2022-07-17,,2022-07-17,https://ui.adsabs.harvard.edu/abs/2021ApJ...911...23J,2022-07-11
48,https://gitlab.com/chaver/choco-mining,2023-08-28,2023-08-19,2023-08-18,2023-08-18,https://doi.org/10.5281/zenodo.8263971,2023-08-14
49,https://gitlab.com/ags-data-format-wg/ags-python-library,2022-10-04,2022-11-05,2022-10-04,2022-10-04,https://doi.org/10.5281/zenodo.7264282,2022-10-31
50,https://gitlab.com/mauricemolli/petitRADTRANS,2023-10-06,2022-07-30,,2022-07-30,https://ui.adsabs.harvard.edu/abs/2022ApJS..258...31K,2022-07-25
51,https://gitlab.com/souvlaki/thalassa,2019-11-18,2022-07-17,,2022-07-17,https://ui.adsabs.harvard.edu/abs/2019CeMDA.131...21A,2022-07-11
52,https://gitlab.com/sissopp_developers/sissopp,2023-10-11,2022-03-19,2022-02-23,2022-02-23,https://doi.org/10.5281/zenodo.6245396,2022-03-14
53,https://gitlab.com/mbiagetti/persistent_homology_lss,2021-06-02,2022-07-17,,2022-07-17,https://ui.adsabs.harvard.edu/abs/2020arXiv200904819B,2022-07-11
54,https://gitlab.com/AstroVian/bmarxiv,2023-01-11,2022-08-20,,2022-08-20,[],2022-08-15
55,https://gitlab.com/mainlabwsu/bims,2021-02-10,2021-12-11,,2021-12-11,10.1093/DATABASE/BAAB054,2021-12-06
56,https://gitlab.com/multigris/mgris,2023-08-02,2022-07-23,,2022-07-23,[],2022-07-18
57,https://gitlab.com/chiemotono/mdcontactcom,2021-06-28,2021-12-04,,2021-12-04,10.1093/BIOINFORMATICS/BTAB538,2021-11-29
58,https://gitlab.com/astron-idg/idg,2023-06-21,2022-07-17,,2022-07-17,https://ui.adsabs.harvard.edu/abs/2018A%26A...616A..27V,2022-07-11
59,https://gitlab.com/leelamichaels/Infinity,2023-07-16,2023-01-07,,2023-01-07,https://ui.adsabs.harvard.edu/abs/2022A%26A...657A..32K,2023-01-02
60,https://gitlab.com/leelamichaels/Elysium,2023-07-02,2023-01-07,,2023-01-07,https://ui.adsabs.harvard.edu/abs/2022A%26A...657A..32K,2023-01-02
61,https://gitlab.com/leelamichaels/Burning_Arrow,2023-07-02,2023-01-07,,2023-01-07,https://ui.adsabs.harvard.edu/abs/2022A%26A...657A..32K,2023-01-02
62,https://gitlab.com/leelamichaels/Omega,2023-07-23,2023-01-07,,2023-01-07,https://ui.adsabs.harvard.edu/abs/2022A%26A...657A..32K,2023-01-02
63,https://gitlab.com/leelamichaels/Tranquillity,2023-07-02,2023-01-07,,2023-01-07,https://ui.adsabs.harvard.edu/abs/2022A%26A...657A..32K,2023-01-02
64,https://gitlab.com/emd-dev/emd,2023-05-23,2021-04-03,2021-03-30,2021-03-30,https://doi.org/10.5281/zenodo.4647949,2021-03-29
65,https://gitlab.com/cosmograil/PyCS3,2023-08-04,2020-09-26,2020-09-23,2020-09-23,https://doi.org/10.5281/zenodo.4046260,2020-09-21
66,https://gitlab.com/cosmograil/starred,2023-10-17,2023-05-06,2023-05-01,2023-05-01,https://doi.org/10.5281/zenodo.7900798,2023-05-01
67,https://gitlab.com/paulklemm_PHD/proteinortho,2023-10-05,2022-07-18,,2022-07-18,,2022-07-18
68,https://gitlab.com/sevecekp/sph,2023-05-14,2022-07-17,,2022-07-17,https://ui.adsabs.harvard.edu/abs/2019A%26A...629A.122S,2022-07-11
69,https://gitlab.com/gims-developers/gims,2023-09-29,2021-01-09,2020-12-22,2020-12-22,https://doi.org/10.5281/zenodo.4386436,2021-01-04
70,https://gitlab.com/bu_cnio/vulcanspot,2022-06-01,2022-03-19,,2022-03-19,10.1093/bioinformatics/btz465,2022-03-14
71,https://gitlab.com/thartwig/asloth,2023-07-04,2022-07-02,2022-06-22,2022-06-22,https://doi.org/10.5281/zenodo.6683682,2022-06-27
72,https://gitlab.com/esa/pyxel,2023-10-20,2023-01-07,,2023-01-07,[],2023-01-02
73,https://gitlab.com/jason-rumengan/pyarma,2021-10-19,2021-10-16,2021-10-12,2021-10-12,https://doi.org/10.5281/zenodo.5564389,2021-10-11
74,https://gitlab.com/geekysquirrel/bigx,2021-12-28,2020-11-21,2020-11-08,2020-11-08,https://doi.org/10.5281/zenodo.4272105,2020-11-16
75,https://gitlab.com/wpettersson/kep_solver,2023-08-28,2022-12-03,2022-11-27,2022-11-27,https://doi.org/10.5281/zenodo.7369472,2022-11-28
76,https://gitlab.com/vincent-sater/umigen,2022-11-25,2021-03-06,,2021-03-06,10.1101/2020.04.22.027532,2021-03-01
77,https://gitlab.com/ProjectRHEA/flowsolverrhea,2023-09-15,2023-01-14,2023-01-11,2023-01-11,https://doi.org/10.5281/zenodo.7525886,2023-01-09
78,https://gitlab.com/davidtourigny/dynamic-fba,2021-06-14,2020-09-05,2020-08-31,2020-08-31,https://doi.org/10.5281/zenodo.4009224,2020-08-31
79,https://gitlab.com/permafrostnet/teaspoon,2023-09-19,2022-10-01,2022-09-28,2022-09-28,https://doi.org/10.5281/zenodo.7121289,2022-09-26
80,https://gitlab.com/InspectorCell/inspectorcell,2022-12-22,2022-12-17,2022-12-10,2022-12-10,https://doi.org/10.5281/zenodo.7434875,2022-12-12
81,https://gitlab.com/vibes-developers/vibes,2023-06-20,2020-12-05,2020-12-01,2020-12-01,https://doi.org/10.5281/zenodo.4300415,2020-11-30
82,https://gitlab.com/ostrokach/proteinsolver,2021-03-24,2022-03-19,,2022-03-19,10.1016/J.CELS.2020.08.016,2022-03-14
83,https://gitlab.com/aegge/comet-emu,2023-07-13,2022-10-29,,2022-10-29,https://ui.adsabs.harvard.edu/abs/2022arXiv220801070E,2022-10-24
84,https://gitlab.com/LouisLab/pivr,2023-07-11,2020-07-25,,2020-07-25,10.1371/journal.pbio.3000712,2020-07-20
85,https://gitlab.com/ChemBioHub/tpmap,2021-11-17,2021-04-24,,2021-04-24,10.1101/2021.02.22.432361,2021-04-19
86,https://gitlab.com/jesseds/apav,2023-03-21,2023-03-25,2023-03-15,2023-03-15,https://doi.org/10.5281/zenodo.7738382,2023-03-20
87,https://gitlab.com/eleonoraalei/exo-mercat-gui,2021-02-07,2022-07-17,,2022-07-17,https://ui.adsabs.harvard.edu/abs/2020A%26C....3100370A,2022-07-11
88,https://gitlab.com/elsi_project/elsi_interface,2023-10-19,2022-03-11,,2022-03-11,https://doi.org/10.1016/j.cpc.2017.09.007,2022-03-07
89,https://gitlab.com/sigcorr/sigcorr,2023-07-08,2023-07-08,2023-06-29,2023-06-29,https://doi.org/10.5281/zenodo.8096892,2023-07-03
90,https://gitlab.com/dalton/dalton,2023-10-19,2022-03-11,,2022-03-11,https://doi.org/10.1002/wcms.1172,2022-03-07
91,https://gitlab.com/pyFBS/pyFBS,2023-08-09,2022-01-22,2022-01-17,2022-01-17,https://doi.org/10.5281/zenodo.5876734,2022-01-17
92,https://gitlab.com/casi-project/casi-3d,2020-09-01,2022-07-17,,2022-07-17,https://ui.adsabs.harvard.edu/abs/2020ApJ...890...64X,2022-07-11
93,https://gitlab.com/casi-project/casi-2d,2019-12-02,2022-07-17,,2022-07-17,https://ui.adsabs.harvard.edu/abs/2019ApJ...880...83V,2022-07-11
94,https://gitlab.com/joseaher/astroplotlib,2023-08-22,2022-07-17,,2022-07-17,https://ui.adsabs.harvard.edu/abs/2015MNRAS.451.2278H,2022-07-11
95,https://gitlab.com/remikz/nccmp,2021-11-14,2022-12-03,,2022-12-03,,2022-11-28
96,https://gitlab.com/magnumpi/magnumpi,2023-07-24,2022-01-15,,2022-01-15,,2022-01-10
97,https://gitlab.com/dglaeser/fieldcompare,2023-09-07,2023-02-04,,2023-02-04,https://doi.org/10.5281/zenodo.7588449,2023-01-30
98,https://gitlab.com/octopus-code/octopus,2023-10-20,2022-03-11,,2022-03-11,,2022-03-07
99,https://gitlab.com/imoralc/malu-ifs-visualization-tool,2021-05-19,2022-07-17,,2022-07-17,[],2022-07-11
100,https://gitlab.com/eduardo-vitral/balrogo,2023-10-05,2022-07-17,,2022-07-17,https://ui.adsabs.harvard.edu/abs/2021MNRAS.504.1355V,2022-07-11
101,https://gitlab.com/binary_c/binary_c-python,2023-05-31,2023-06-03,,2023-06-03,[],2023-05-29
102,https://gitlab.com/libreumg/dataquier,2023-09-15,2021-05-22,2021-05-17,2021-05-17,https://doi.org/10.5281/zenodo.4767836,2021-05-17
103,https://gitlab.com/Molcas/OpenMolcas,2023-09-25,2022-03-10,,2022-03-10,https://doi.org/10.1016/S0927-0256(03)00109-5,2022-03-07
104,https://gitlab.com/cracklet/cracklet,2023-02-09,2022-01-22,,2022-01-22,https://doi.org/10.5281/zenodo.5865617,2022-01-17
105,https://gitlab.com/random-quintessence/random-quintessence,2014-12-09,2022-07-17,,2022-07-17,https://ui.adsabs.harvard.edu/abs/2014PhRvD..90j5023M,2022-07-11
106,https://gitlab.com/remram44/taguette,2023-08-27,2021-12-11,2021-10-17,2021-10-17,https://doi.org/10.5281/zenodo.5574555,2021-12-06
107,https://gitlab.com/mobse/source-code,2021-03-28,2023-07-02,,2023-07-02,https://ui.adsabs.harvard.edu/abs/2023MNRAS.520.5259A,2023-06-26
108,https://gitlab.com/ztzou/phydl,2021-10-28,2021-01-09,,2021-01-09,10.1101/787168,2021-01-04
109,https://gitlab.com/RKIBioinformaticsPipelines/QCumber,2018-05-22,2022-07-20,,2022-07-20,,2022-07-18
110,https://github.com/zoometh/iconr,2022-12-21,2021-05-22,2021-05-17,2021-05-17,https://doi.org/10.5281/zenodo.4767529,2021-05-17
111,https://github.com/krober10nd/SeismicMesh,2022-06-21,2021-01-24,2021-01-18,2021-01-18,https://doi.org/10.5281/zenodo.4447042,2021-01-18
112,https://github.com/iAART/aart,2023-09-29,2023-03-11,,2023-03-11,https://ui.adsabs.harvard.edu/abs/2022arXiv221107469C,2023-03-06
113,https://github.com/PyPO-dev/PyPO,2023-09-20,2023-08-12,2023-08-12,2023-08-12,https://doi.org/10.5281/zenodo.8241427,2023-08-07
114,https://github.com/pynbody/pynbody,2023-10-10,2022-07-17,,2022-07-17,https://ui.adsabs.harvard.edu/abs/2013MNRAS.433..976R,2022-07-11
115,https://github.com/pynbody/genetIC,2023-10-09,2022-07-17,,2022-07-17,https://ui.adsabs.harvard.edu/abs/2021MNRAS.501..236D,2022-07-11
116,https://github.com/pynbody/tangos,2023-10-14,2022-07-17,,2022-07-17,https://ui.adsabs.harvard.edu/abs/2019MNRAS.490.4292B,2022-07-11
117,https://github.com/toros-astro/astroalign-legacy,2020-12-11,2022-07-17,,2022-07-17,https://ui.adsabs.harvard.edu/abs/2019A%26C....2800284S,2022-07-11
118,https://github.com/toros-astro/corral,2018-09-03,2022-07-17,,2022-07-17,https://ui.adsabs.harvard.edu/abs/2017A&C....20..140C,2022-07-11
119,https://github.com/lwang-astro/PeTar,2023-10-19,2022-07-17,,2022-07-17,https://ui.adsabs.harvard.edu/abs/2020MNRAS.497..536W,2022-07-11
120,https://github.com/lwang-astro/SDAR,2023-02-21,2022-07-17,,2022-07-17,https://ui.adsabs.harvard.edu/abs/2020MNRAS.493.3398W,2022-07-11
121,https://github.com/cosmicrays/hermes,2023-02-11,2022-07-17,,2022-07-17,https://ui.adsabs.harvard.edu/abs/2021arXiv210513165D,2022-07-11
122,https://github.com/cosmicrays/DRAGON,2020-04-29,2022-07-17,,2022-07-17,https://ui.adsabs.harvard.edu/abs/2010APh....34..274D,2022-07-11
123,https://github.com/tseemann/mlst,2022-10-27,2022-07-18,,2022-07-18,,2022-07-18
124,https://github.com/tseemann/snp-dists,2021-07-10,2022-07-18,,2022-07-18,,2022-07-18
125,https://github.com/tseemann/prokka,2020-08-03,2022-07-18,,2022-07-18,,2022-07-18
126,https://github.com/tseemann/snippy,2023-10-17,2022-07-18,,2022-07-18,,2022-07-18
127,https://github.com/tseemann/barrnap,2018-08-25,2022-07-18,,2022-07-18,,2022-07-18
128,https://github.com/tseemann/samclip,2020-03-07,2022-07-20,,2022-07-20,,2022-07-18
129,https://github.com/tseemann/VelvetOptimiser,2017-12-20,2022-07-20,,2022-07-20,,2022-07-18
130,https://github.com/tseemann/shovill,2020-08-03,2022-07-20,,2022-07-20,,2022-07-18
131,https://github.com/tseemann/abricate,2020-05-11,2022-07-18,,2022-07-18,,2022-07-18
132,https://github.com/Parsl/parsl,2023-10-20,2020-09-14,,2020-09-14,,2020-09-14
133,https://github.com/jbytecode/JMcDM,2023-09-01,2021-10-02,2021-09-28,2021-09-28,https://doi.org/10.5281/zenodo.5534663,2021-09-27
134,https://github.com/jbytecode/LinRegOutliers,2023-09-19,2021-01-09,2021-01-05,2021-01-05,https://doi.org/10.5281/zenodo.4419418,2021-01-04
135,https://github.com/a-slide/pycoQC,2022-01-21,2022-07-20,,2022-07-20,,2022-07-18
136,https://github.com/bbercovici/SBGAT,2019-05-05,2022-07-17,,2022-07-17,https://ui.adsabs.harvard.edu/abs/2019Icar..328...32B,2022-07-11
137,https://github.com/sundarjhu/2-DUST,2021-05-20,2022-07-17,,2022-07-17,https://ui.adsabs.harvard.edu/abs/2004ApJ...614..371M,2022-07-11
138,https://github.com/artis-mcrt/artis,2023-10-05,2022-07-17,,2022-07-17,https://ui.adsabs.harvard.edu/abs/2021ApJ...906...99L,2022-07-11
139,https://github.com/SISPO-developers/sispo,2021-10-06,2022-07-17,,2022-07-17,https://ui.adsabs.harvard.edu/abs/2021arXiv210506771P,2022-07-11
140,https://github.com/hongwanliu/DarkHistory,2023-04-17,2022-07-17,,2022-07-17,https://ui.adsabs.harvard.edu/abs/2020PhRvD.101b3530L,2022-07-11
141,https://github.com/cbrueffer/tophat-recondition,2019-07-18,2020-07-18,,2020-07-18,10.1186/s12859-016-1058-x,2020-07-13
142,https://github.com/hungyipu/Odyssey,2022-08-18,2022-07-17,,2022-07-17,https://ui.adsabs.harvard.edu/abs/2016ApJ...820..105P,2022-07-11
143,https://github.com/vprusso/toqito,2023-10-19,2021-05-15,2020-03-06,2020-03-06,https://doi.org/10.5281/zenodo.4743211,2021-05-10
144,https://github.com/mrempel/geohexviz,2023-03-13,2023-02-18,2023-02-06,2023-02-06,https://doi.org/10.5281/zenodo.7613525,2023-02-13
145,https://github.com/Bgi-LUSH/GPMeta,2023-03-15,2023-08-26,,2023-08-26,10.1093/BIB/BBAD092,2023-08-21
146,https://github.com/DRMacIver/shrinkray,2023-08-04,2022-05-11,,2022-05-11,,2022-05-09
147,https://github.com/glue-viz/glue,2023-09-21,2022-07-17,,2022-07-17,https://ui.adsabs.harvard.edu/abs/2015A%26C....13...50M,2022-07-11
148,https://github.com/NicolasHug/Surprise,2023-01-27,2020-08-08,2020-07-24,2020-07-24,https://doi.org/10.5281/zenodo.3959188,2020-08-03
149,https://github.com/adcameron/ffancy,2017-06-14,2022-07-17,,2022-07-17,https://ui.adsabs.harvard.edu/abs/2017MNRAS.468.1994C,2022-07-11
150,https://github.com/dzesmin/TEA,2021-10-03,2022-07-17,,2022-07-17,https://ui.adsabs.harvard.edu/abs/2016ApJS..225....4B,2022-07-11
151,https://github.com/FergusDonnan/PAHDecomp,2022-11-22,2022-11-26,,2022-11-26,[],2022-11-21
152,https://github.com/FergusDonnan/PyROA,2023-07-18,2022-07-17,,2022-07-17,https://ui.adsabs.harvard.edu/abs/2021arXiv210712318D,2022-07-11
153,https://github.com/FergusDonnan/Running-Optimal-Average,2021-07-02,2022-07-17,,2022-07-17,https://ui.adsabs.harvard.edu/abs/2021arXiv210712318D,2022-07-11
154,https://github.com/maayane/catsHTM,2022-06-19,2022-07-17,,2022-07-17,http://adsabs.harvard.edu/abs/2018PASP..130g5002S,2022-07-11
155,https://github.com/debian-tex/biber,2023-08-27,2022-07-20,,2022-07-20,,2022-07-18
156,https://github.com/debian-tex/texlive-nonbin,2023-10-15,2022-07-20,,2022-07-20,,2022-07-18
157,https://github.com/enveda/RPath,2022-02-25,2022-02-05,,2022-02-05,10.1101/2021.09.12.459579,2022-01-31
158,https://github.com/aboucaud/pypher,2023-06-15,2022-07-17,,2022-07-17,https://ui.adsabs.harvard.edu/abs/2016A%26A...596A..63B,2022-07-11
159,https://github.com/IftachSadeh/ANNZ,2020-12-15,2022-07-17,,2022-07-17,https://ui.adsabs.harvard.edu/abs/2016PASP..128j4502S,2022-07-11
160,https://github.com/emunte/vaRHC,2023-06-14,2023-08-12,,2023-08-12,10.1093/BIOINFORMATICS/BTAD128,2023-08-07
161,https://github.com/AntonelliLab/seqcap_processor,2023-05-30,2022-07-18,,2022-07-18,,2022-07-18
162,https://github.com/mirapy-org/mirapy,2019-08-09,2022-07-17,,2022-07-17,[],2022-07-11
163,https://github.com/yrjia1015/CRISPRCasStack,2022-07-13,2022-10-08,,2022-10-08,10.1093/BIB/BBAC335,2022-10-03
164,https://github.com/xavierdidelot/ClonalFrameML,2023-10-03,2022-07-20,,2022-07-20,http://journals.plos.org/ploscompbiol/article?id=10.1371/journal.pcbi.1004041,2022-07-18
165,https://github.com/xavierdidelot/ClonalOrigin,2015-06-12,2022-07-20,,2022-07-20,http://www.genetics.org/content/186/4/1435.abstract,2022-07-18
166,https://github.com/GOVS-pack/GOVS,2022-10-07,2022-05-07,,2022-05-07,10.1093/BIB/BBAB447,2022-05-02
167,https://github.com/Lnasellentin/DALI,2015-06-16,2022-07-17,,2022-07-17,https://ui.adsabs.harvard.edu/abs/2015MNRAS.453..893S,2022-07-11
168,https://github.com/NMBU-Data-Science/RENT,2022-03-24,2021-08-08,2021-07-27,2021-07-27,https://doi.org/10.5281/zenodo.5140349,2021-08-02
169,https://github.com/mingzehuang/latentcor,2022-09-24,2021-09-25,,2021-09-25,https://doi.org/10.5281/zenodo.5517823,2021-09-20
170,https://github.com/RongquanWang/ELF-DPC,2021-12-12,2022-06-25,,2022-06-25,10.3389/FGENE.2022.839949,2022-06-20
171,https://github.com/ferdymercury/amide,2023-10-09,2022-07-20,,2022-07-20,http://www.researchgate.net/publication/8982230_AMIDE_a_free_software_tool_for_multimodality_medical_image_analysis,2022-07-18
172,https://github.com/lyf222/alpconv,2021-05-30,2022-07-17,,2022-07-17,https://ui.adsabs.harvard.edu/abs/2021PhLB..82136611C,2022-07-11
173,https://github.com/jmcbroome/BTE,2023-05-18,2022-09-10,2022-08-30,2022-08-30,https://doi.org/10.5281/zenodo.7036163,2022-09-05
174,https://github.com/tkerscher/blast,2022-02-11,2022-07-17,,2022-07-17,[],2022-07-11
175,https://github.com/privong/pymccorrelation,2022-09-28,2023-09-02,,2023-09-02,[],2023-08-28
176,https://github.com/tbisbas/PDFchem,2023-01-05,2022-12-03,,2022-12-03,https://ui.adsabs.harvard.edu/abs/2022arXiv221112974B,2022-11-28
177,https://github.com/jarvist/Julia-Phonons,2018-11-07,2022-05-11,,2022-05-11,,2022-05-09
178,https://github.com/phillippro/pexo,2020-11-14,2022-07-17,,2022-07-17,https://ui.adsabs.harvard.edu/abs/2019ApJS..244...39F,2022-07-11
179,https://github.com/phillippro/agatha,2021-05-17,2022-07-17,,2022-07-17,https://ui.adsabs.harvard.edu/abs/2017MNRAS.470.4794F,2022-07-11
180,https://github.com/watts-dev/watts,2023-08-25,2022-11-12,2022-11-10,2022-11-10,https://doi.org/10.5281/zenodo.7309095,2022-11-07
181,https://github.com/MarioRomeroC/Mixclask,2023-07-04,2023-07-02,,2023-07-02,https://ui.adsabs.harvard.edu/abs/2023MNRAS.521.1727R,2023-06-26
182,https://github.com/sonny-harman/snowball,2021-06-09,2022-07-17,,2022-07-17,https://ui.adsabs.harvard.edu/abs/2021arXiv210910838H,2022-07-11
183,https://github.com/SolavLab/DuoDIC,2022-10-26,2022-07-02,2022-06-21,2022-06-21,https://doi.org/10.5281/zenodo.6673060,2022-06-27
184,https://github.com/KonradHoeffner/hdt,2023-09-19,2023-04-29,2023-04-27,2023-04-27,https://doi.org/10.5281/zenodo.7871117,2023-04-24
185,https://github.com/occupationMeasurement/occupationMeasurement,2023-09-27,2023-08-26,2023-08-23,2023-08-23,https://doi.org/10.5281/zenodo.8276813,2023-08-21
186,https://github.com/ruanjue/wtdbg2,2020-12-10,2021-01-16,,2021-01-16,10.1038/S41592-019-0669-3,2021-01-11
187,https://github.com/darrencroton/sage,2021-03-04,2022-07-17,,2022-07-17,https://ui.adsabs.harvard.edu/abs/2016ApJS..222...22C,2022-07-11
188,https://github.com/GabrielaCR/AGNfitter,2019-11-28,2022-07-17,,2022-07-17,https://ui.adsabs.harvard.edu/abs/2016ApJ...833...98C,2022-07-11
189,https://github.com/Astroua/TurbuStat,2023-10-07,2022-07-17,,2022-07-17,https://ui.adsabs.harvard.edu/abs/2019AJ....158....1K,2022-07-11
